"cod_commune";"lib_commune";"lib_risque"
"35258";Saint-Brieuc-des-Iffs;Phénomène lié à l'atmosphère
"35258";Saint-Brieuc-des-Iffs;Tempête et grains (vent)
"35258";Saint-Brieuc-des-Iffs;Transport de marchandises dangereuses
"35259";Saint-Broladre;Inondation
"35259";Saint-Broladre;Par submersion marine
"35259";Saint-Broladre;Mouvement de terrain
"35259";Saint-Broladre;Tassements différentiels
"35259";Saint-Broladre;Séisme
"35259";Saint-Broladre;Phénomène lié à l'atmosphère
"35259";Saint-Broladre;Tempête et grains (vent)
"35259";Saint-Broladre;Transport de marchandises dangereuses
"35260";Saint-Christophe-des-Bois;Séisme
"35260";Saint-Christophe-des-Bois;Phénomène lié à l'atmosphère
"35260";Saint-Christophe-des-Bois;Tempête et grains (vent)
"35260";Saint-Christophe-des-Bois;Transport de marchandises dangereuses
"35261";Saint-Christophe-de-Valains;Séisme
"35261";Saint-Christophe-de-Valains;Phénomène lié à l'atmosphère
"35261";Saint-Christophe-de-Valains;Tempête et grains (vent)
"35262";Sainte-Colombe;Séisme
"35262";Sainte-Colombe;Phénomène lié à l'atmosphère
"35262";Sainte-Colombe;Tempête et grains (vent)
"35263";Saint-Coulomb;Mouvement de terrain
"35263";Saint-Coulomb;Tassements différentiels
"35263";Saint-Coulomb;Séisme
"35263";Saint-Coulomb;Phénomène lié à l'atmosphère
"35263";Saint-Coulomb;Tempête et grains (vent)
"35263";Saint-Coulomb;Transport de marchandises dangereuses
"35264";Saint-Didier;Inondation
"35264";Saint-Didier;Par une crue à débordement lent de cours d'eau
"35264";Saint-Didier;Séisme
"35264";Saint-Didier;Phénomène lié à l'atmosphère
"35264";Saint-Didier;Tempête et grains (vent)
"35264";Saint-Didier;Transport de marchandises dangereuses
"35265";Saint-Domineuc;Séisme
"35265";Saint-Domineuc;Phénomène lié à l'atmosphère
"35265";Saint-Domineuc;Tempête et grains (vent)
"35265";Saint-Domineuc;Transport de marchandises dangereuses
"35266";Saint-Erblon;Inondation
"35266";Saint-Erblon;Par une crue à débordement lent de cours d'eau
"35266";Saint-Erblon;Séisme
"35266";Saint-Erblon;Phénomène lié à l'atmosphère
"35266";Saint-Erblon;Tempête et grains (vent)
"35266";Saint-Erblon;Transport de marchandises dangereuses
"35268";Saint-Ganton;Mouvement de terrain
"35268";Saint-Ganton;Tassements différentiels
"35268";Saint-Ganton;Séisme
"35268";Saint-Ganton;Feu de forêt
"35268";Saint-Ganton;Phénomène lié à l'atmosphère
"35268";Saint-Ganton;Tempête et grains (vent)
"35270";Saint-Georges-de-Gréhaigne;Inondation
"35270";Saint-Georges-de-Gréhaigne;Par submersion marine
"35270";Saint-Georges-de-Gréhaigne;Mouvement de terrain
"35270";Saint-Georges-de-Gréhaigne;Tassements différentiels
"35270";Saint-Georges-de-Gréhaigne;Séisme
"35270";Saint-Georges-de-Gréhaigne;Phénomène lié à l'atmosphère
"35270";Saint-Georges-de-Gréhaigne;Tempête et grains (vent)
"35270";Saint-Georges-de-Gréhaigne;Transport de marchandises dangereuses
"35271";Saint-Georges-de-Reintembault;Séisme
"35271";Saint-Georges-de-Reintembault;Phénomène lié à l'atmosphère
"35271";Saint-Georges-de-Reintembault;Tempête et grains (vent)
"35272";Saint-Germain-du-Pinel;Séisme
"35272";Saint-Germain-du-Pinel;Phénomène lié à l'atmosphère
"35272";Saint-Germain-du-Pinel;Tempête et grains (vent)
"35273";Saint-Germain-en-Coglès;Séisme
"35273";Saint-Germain-en-Coglès;Phénomène lié à l'atmosphère
"35273";Saint-Germain-en-Coglès;Tempête et grains (vent)
"35273";Saint-Germain-en-Coglès;Transport de marchandises dangereuses
"35274";Saint-Germain-sur-Ille;Inondation
"35274";Saint-Germain-sur-Ille;Par une crue à débordement lent de cours d'eau
"35274";Saint-Germain-sur-Ille;Séisme
"35274";Saint-Germain-sur-Ille;Phénomène lié à l'atmosphère
"35274";Saint-Germain-sur-Ille;Tempête et grains (vent)
"35274";Saint-Germain-sur-Ille;Transport de marchandises dangereuses
"35275";Saint-Gilles;Inondation
"35275";Saint-Gilles;Par une crue à débordement lent de cours d'eau
"35275";Saint-Gilles;Séisme
"35275";Saint-Gilles;Phénomène lié à l'atmosphère
"35275";Saint-Gilles;Tempête et grains (vent)
"35275";Saint-Gilles;Transport de marchandises dangereuses
"35276";Saint-Gondran;Séisme
"35276";Saint-Gondran;Phénomène lié à l'atmosphère
"35276";Saint-Gondran;Tempête et grains (vent)
"35277";Saint-Gonlay;Inondation
"35277";Saint-Gonlay;Par une crue à débordement lent de cours d'eau
"35277";Saint-Gonlay;Séisme
"35277";Saint-Gonlay;Phénomène lié à l'atmosphère
"35277";Saint-Gonlay;Tempête et grains (vent)
"35278";Saint-Grégoire;Inondation
"35278";Saint-Grégoire;Par une crue à débordement lent de cours d'eau
"35278";Saint-Grégoire;Mouvement de terrain
"35278";Saint-Grégoire;Tassements différentiels
"35278";Saint-Grégoire;Séisme
"35278";Saint-Grégoire;Phénomène lié à l'atmosphère
"35278";Saint-Grégoire;Tempête et grains (vent)
"35278";Saint-Grégoire;Transport de marchandises dangereuses
"35279";Saint-Guinoux;Inondation
"35279";Saint-Guinoux;Par submersion marine
"35279";Saint-Guinoux;Mouvement de terrain
"35279";Saint-Guinoux;Tassements différentiels
"35279";Saint-Guinoux;Séisme
"35279";Saint-Guinoux;Phénomène lié à l'atmosphère
"35279";Saint-Guinoux;Tempête et grains (vent)
"35280";Saint-Hilaire-des-Landes;Séisme
"35280";Saint-Hilaire-des-Landes;Phénomène lié à l'atmosphère
"35280";Saint-Hilaire-des-Landes;Tempête et grains (vent)
"35281";Saint-Jacques-de-la-Lande;Inondation
"35281";Saint-Jacques-de-la-Lande;Par une crue à débordement lent de cours d'eau
"35281";Saint-Jacques-de-la-Lande;Séisme
"35281";Saint-Jacques-de-la-Lande;Phénomène lié à l'atmosphère
"35281";Saint-Jacques-de-la-Lande;Tempête et grains (vent)
"35281";Saint-Jacques-de-la-Lande;Risque industriel
"35281";Saint-Jacques-de-la-Lande;Effet thermique
"35281";Saint-Jacques-de-la-Lande;Effet de surpression
"35281";Saint-Jacques-de-la-Lande;Transport de marchandises dangereuses
"35282";Rives-du-Couesnon;Mouvement de terrain
"35282";Rives-du-Couesnon;Tassements différentiels
"35282";Rives-du-Couesnon;Séisme
"35282";Rives-du-Couesnon;Phénomène lié à l'atmosphère
"35282";Rives-du-Couesnon;Tempête et grains (vent)
"35282";Rives-du-Couesnon;Transport de marchandises dangereuses
"35283";Saint-Jean-sur-Vilaine;Inondation
"35283";Saint-Jean-sur-Vilaine;Par une crue à débordement lent de cours d'eau
"35283";Saint-Jean-sur-Vilaine;Séisme
"35283";Saint-Jean-sur-Vilaine;Phénomène lié à l'atmosphère
"35283";Saint-Jean-sur-Vilaine;Tempête et grains (vent)
"35283";Saint-Jean-sur-Vilaine;Rupture de barrage
"35283";Saint-Jean-sur-Vilaine;Transport de marchandises dangereuses
"35284";Saint-Jouan-des-Guérets;Séisme
"35284";Saint-Jouan-des-Guérets;Phénomène lié à l'atmosphère
"35284";Saint-Jouan-des-Guérets;Tempête et grains (vent)
"35284";Saint-Jouan-des-Guérets;Transport de marchandises dangereuses
"35285";Saint-Just;Séisme
"35285";Saint-Just;Feu de forêt
"35285";Saint-Just;Phénomène lié à l'atmosphère
"35285";Saint-Just;Tempête et grains (vent)
"35285";Saint-Just;Transport de marchandises dangereuses
"35286";Saint-Léger-des-Prés;Séisme
"35286";Saint-Léger-des-Prés;Phénomène lié à l'atmosphère
"35286";Saint-Léger-des-Prés;Tempête et grains (vent)
"35286";Saint-Léger-des-Prés;Transport de marchandises dangereuses
"35287";Saint-Lunaire;Inondation
"35287";Saint-Lunaire;Par submersion marine
"35287";Saint-Lunaire;Mouvement de terrain
"35287";Saint-Lunaire;Tassements différentiels
"35287";Saint-Lunaire;Séisme
"35287";Saint-Lunaire;Phénomène lié à l'atmosphère
"35287";Saint-Lunaire;Tempête et grains (vent)
"35288";Saint-Malo;Inondation
"35288";Saint-Malo;Par submersion marine
"35288";Saint-Malo;Mouvement de terrain
"35288";Saint-Malo;Tassements différentiels
"35288";Saint-Malo;Séisme
"35288";Saint-Malo;Phénomène lié à l'atmosphère
"35288";Saint-Malo;Tempête et grains (vent)
"35288";Saint-Malo;Transport de marchandises dangereuses
"35289";Saint-Malo-de-Phily;Inondation
"35289";Saint-Malo-de-Phily;Par une crue à débordement lent de cours d'eau
"35289";Saint-Malo-de-Phily;Séisme
"35289";Saint-Malo-de-Phily;Feu de forêt
"35289";Saint-Malo-de-Phily;Phénomène lié à l'atmosphère
"35289";Saint-Malo-de-Phily;Tempête et grains (vent)
"35290";Saint-Malon-sur-Mel;Séisme
"35290";Saint-Malon-sur-Mel;Phénomène lié à l'atmosphère
"35290";Saint-Malon-sur-Mel;Tempête et grains (vent)
"35291";Saint-Marcan;Inondation
"35291";Saint-Marcan;Par submersion marine
"35291";Saint-Marcan;Mouvement de terrain
"35291";Saint-Marcan;Tassements différentiels
"35291";Saint-Marcan;Séisme
"35291";Saint-Marcan;Phénomène lié à l'atmosphère
"35291";Saint-Marcan;Tempête et grains (vent)
"35292";Saint-Marc-le-Blanc;Séisme
"35292";Saint-Marc-le-Blanc;Phénomène lié à l'atmosphère
"35292";Saint-Marc-le-Blanc;Tempête et grains (vent)
"35294";Sainte-Marie;Inondation
"35294";Sainte-Marie;Par une crue à débordement lent de cours d'eau
"35294";Sainte-Marie;Mouvement de terrain
"35294";Sainte-Marie;Tassements différentiels
"35294";Sainte-Marie;Séisme
"35294";Sainte-Marie;Feu de forêt
"35294";Sainte-Marie;Phénomène lié à l'atmosphère
"35294";Sainte-Marie;Tempête et grains (vent)
"35294";Sainte-Marie;Transport de marchandises dangereuses
"35295";Saint-Maugan;Inondation
"35295";Saint-Maugan;Par une crue à débordement lent de cours d'eau
"35295";Saint-Maugan;Séisme
"35295";Saint-Maugan;Phénomène lié à l'atmosphère
"35295";Saint-Maugan;Tempête et grains (vent)
"35296";Saint-Médard-sur-Ille;Inondation
"35296";Saint-Médard-sur-Ille;Par une crue à débordement lent de cours d'eau
"35296";Saint-Médard-sur-Ille;Mouvement de terrain
"35296";Saint-Médard-sur-Ille;Tassements différentiels
"35296";Saint-Médard-sur-Ille;Séisme
"35296";Saint-Médard-sur-Ille;Feu de forêt
"35296";Saint-Médard-sur-Ille;Phénomène lié à l'atmosphère
"35296";Saint-Médard-sur-Ille;Tempête et grains (vent)
"35296";Saint-Médard-sur-Ille;Transport de marchandises dangereuses
"35297";Saint-Méen-le-Grand;Séisme
"35297";Saint-Méen-le-Grand;Phénomène lié à l'atmosphère
"35297";Saint-Méen-le-Grand;Tempête et grains (vent)
"35297";Saint-Méen-le-Grand;Transport de marchandises dangereuses
"35299";Saint-Méloir-des-Ondes;Inondation
"35299";Saint-Méloir-des-Ondes;Par submersion marine
"35299";Saint-Méloir-des-Ondes;Mouvement de terrain
"35299";Saint-Méloir-des-Ondes;Tassements différentiels
"35299";Saint-Méloir-des-Ondes;Séisme
"35299";Saint-Méloir-des-Ondes;Phénomène lié à l'atmosphère
"35299";Saint-Méloir-des-Ondes;Tempête et grains (vent)
"35299";Saint-Méloir-des-Ondes;Transport de marchandises dangereuses
"35300";Saint-M'Hervé;Séisme
"35300";Saint-M'Hervé;Phénomène lié à l'atmosphère
"35300";Saint-M'Hervé;Tempête et grains (vent)
"35300";Saint-M'Hervé;Rupture de barrage
"35302";Saint-Onen-la-Chapelle;Séisme
"35302";Saint-Onen-la-Chapelle;Phénomène lié à l'atmosphère
"35302";Saint-Onen-la-Chapelle;Tempête et grains (vent)
"35302";Saint-Onen-la-Chapelle;Transport de marchandises dangereuses
"35304";Saint-Ouen-des-Alleux;Séisme
"35304";Saint-Ouen-des-Alleux;Phénomène lié à l'atmosphère
"35304";Saint-Ouen-des-Alleux;Tempête et grains (vent)
"35305";Saint-Péran;Séisme
"35305";Saint-Péran;Feu de forêt
"35305";Saint-Péran;Phénomène lié à l'atmosphère
"35305";Saint-Péran;Tempête et grains (vent)
"35306";Saint-Père-Marc-en-Poulet;Inondation
"35306";Saint-Père-Marc-en-Poulet;Par submersion marine
"35306";Saint-Père-Marc-en-Poulet;Mouvement de terrain
"35306";Saint-Père-Marc-en-Poulet;Tassements différentiels
"35306";Saint-Père-Marc-en-Poulet;Séisme
"35306";Saint-Père-Marc-en-Poulet;Phénomène lié à l'atmosphère
"35306";Saint-Père-Marc-en-Poulet;Tempête et grains (vent)
"35306";Saint-Père-Marc-en-Poulet;Transport de marchandises dangereuses
"35307";Saint-Pern;Mouvement de terrain
"35307";Saint-Pern;Tassements différentiels
"35307";Saint-Pern;Séisme
"35307";Saint-Pern;Phénomène lié à l'atmosphère
"35307";Saint-Pern;Tempête et grains (vent)
"35307";Saint-Pern;Transport de marchandises dangereuses
"35308";Mesnil-Roc'h;Séisme
"35308";Mesnil-Roc'h;Phénomène lié à l'atmosphère
"35308";Mesnil-Roc'h;Tempête et grains (vent)
"35308";Mesnil-Roc'h;Transport de marchandises dangereuses
"35309";Saint-Rémy-du-Plain;Séisme
"35309";Saint-Rémy-du-Plain;Phénomène lié à l'atmosphère
"35309";Saint-Rémy-du-Plain;Tempête et grains (vent)
"35309";Saint-Rémy-du-Plain;Transport de marchandises dangereuses
"35310";Saint-Sauveur-des-Landes;Séisme
"35310";Saint-Sauveur-des-Landes;Phénomène lié à l'atmosphère
"35310";Saint-Sauveur-des-Landes;Tempête et grains (vent)
"35310";Saint-Sauveur-des-Landes;Transport de marchandises dangereuses
"35311";Saint-Séglin;Séisme
"35311";Saint-Séglin;Phénomène lié à l'atmosphère
"35311";Saint-Séglin;Tempête et grains (vent)
"35312";Saint-Senoux;Inondation
"35312";Saint-Senoux;Par une crue à débordement lent de cours d'eau
"35312";Saint-Senoux;Séisme
"35312";Saint-Senoux;Feu de forêt
"35312";Saint-Senoux;Phénomène lié à l'atmosphère
"35312";Saint-Senoux;Tempête et grains (vent)
"35312";Saint-Senoux;Transport de marchandises dangereuses
"35314";Saint-Suliac;Mouvement de terrain
"35314";Saint-Suliac;Eboulement ou chutes de pierres et de blocs
"35314";Saint-Suliac;Séisme
"35314";Saint-Suliac;Phénomène lié à l'atmosphère
"35314";Saint-Suliac;Tempête et grains (vent)
"35315";Saint-Sulpice-la-Forêt;Séisme
"35315";Saint-Sulpice-la-Forêt;Phénomène lié à l'atmosphère
"35315";Saint-Sulpice-la-Forêt;Tempête et grains (vent)
"35316";Saint-Sulpice-des-Landes;Séisme
"35316";Saint-Sulpice-des-Landes;Phénomène lié à l'atmosphère
"35316";Saint-Sulpice-des-Landes;Tempête et grains (vent)
"35316";Saint-Sulpice-des-Landes;Transport de marchandises dangereuses
"35317";Saint-Symphorien;Séisme
"35317";Saint-Symphorien;Feu de forêt
"35317";Saint-Symphorien;Phénomène lié à l'atmosphère
"35317";Saint-Symphorien;Tempête et grains (vent)
"35318";Saint-Thual;Séisme
"35318";Saint-Thual;Phénomène lié à l'atmosphère
"35318";Saint-Thual;Tempête et grains (vent)
"35319";Saint-Thurial;Séisme
"35319";Saint-Thurial;Phénomène lié à l'atmosphère
"35319";Saint-Thurial;Tempête et grains (vent)
"35319";Saint-Thurial;Rupture de barrage
"35319";Saint-Thurial;Transport de marchandises dangereuses
"35320";Saint-Uniac;Inondation
"35320";Saint-Uniac;Par une crue à débordement lent de cours d'eau
"35320";Saint-Uniac;Mouvement de terrain
"35320";Saint-Uniac;Tassements différentiels
"35320";Saint-Uniac;Séisme
"35320";Saint-Uniac;Phénomène lié à l'atmosphère
"35320";Saint-Uniac;Tempête et grains (vent)
"35320";Saint-Uniac;Transport de marchandises dangereuses
"35321";Saulnières;Séisme
"35321";Saulnières;Phénomène lié à l'atmosphère
"35321";Saulnières;Tempête et grains (vent)
"35321";Saulnières;Transport de marchandises dangereuses
"35322";Le Sel-de-Bretagne;Séisme
"35322";Le Sel-de-Bretagne;Phénomène lié à l'atmosphère
"35322";Le Sel-de-Bretagne;Tempête et grains (vent)
"35322";Le Sel-de-Bretagne;Transport de marchandises dangereuses
"35324";La Selle-en-Luitré;Séisme
"35324";La Selle-en-Luitré;Phénomène lié à l'atmosphère
"35324";La Selle-en-Luitré;Tempête et grains (vent)
"35325";La Selle-Guerchaise;Séisme
"35325";La Selle-Guerchaise;Phénomène lié à l'atmosphère
"35325";La Selle-Guerchaise;Tempête et grains (vent)
"35326";Sens-de-Bretagne;Séisme
"35326";Sens-de-Bretagne;Feu de forêt
"35326";Sens-de-Bretagne;Phénomène lié à l'atmosphère
"35326";Sens-de-Bretagne;Tempête et grains (vent)
"35326";Sens-de-Bretagne;Transport de marchandises dangereuses
"35327";Servon-sur-Vilaine;Inondation
"35327";Servon-sur-Vilaine;Par une crue à débordement lent de cours d'eau
"35327";Servon-sur-Vilaine;Mouvement de terrain
"35327";Servon-sur-Vilaine;Tassements différentiels
"35327";Servon-sur-Vilaine;Séisme
"35327";Servon-sur-Vilaine;Phénomène lié à l'atmosphère
"35327";Servon-sur-Vilaine;Tempête et grains (vent)
"35327";Servon-sur-Vilaine;Transport de marchandises dangereuses
"35328";Sixt-sur-Aff;Séisme
"35328";Sixt-sur-Aff;Feu de forêt
"35328";Sixt-sur-Aff;Phénomène lié à l'atmosphère
"35328";Sixt-sur-Aff;Tempête et grains (vent)
"35328";Sixt-sur-Aff;Transport de marchandises dangereuses
"35329";Sougéal;Séisme
"35329";Sougéal;Phénomène lié à l'atmosphère
"35329";Sougéal;Tempête et grains (vent)
"35330";Taillis;Séisme
"35330";Taillis;Phénomène lié à l'atmosphère
"35330";Taillis;Tempête et grains (vent)
"35330";Taillis;Transport de marchandises dangereuses
"35331";Talensac;Inondation
"35331";Talensac;Par une crue à débordement lent de cours d'eau
"35331";Talensac;Séisme
"35331";Talensac;Feu de forêt
"35331";Talensac;Phénomène lié à l'atmosphère
"35331";Talensac;Tempête et grains (vent)
"35331";Talensac;Rupture de barrage
"35331";Talensac;Transport de marchandises dangereuses
"35332";Teillay;Mouvement de terrain
"35332";Teillay;Séisme
"35332";Teillay;Feu de forêt
"35332";Teillay;Phénomène lié à l'atmosphère
"35332";Teillay;Tempête et grains (vent)
"35333";Le Theil-de-Bretagne;Séisme
"35333";Le Theil-de-Bretagne;Feu de forêt
"35333";Le Theil-de-Bretagne;Phénomène lié à l'atmosphère
"35333";Le Theil-de-Bretagne;Tempête et grains (vent)
"35333";Le Theil-de-Bretagne;Transport de marchandises dangereuses
"35334";Thorigné-Fouillard;Inondation
"35334";Thorigné-Fouillard;Par une crue à débordement lent de cours d'eau
"35334";Thorigné-Fouillard;Séisme
"35334";Thorigné-Fouillard;Feu de forêt
"35334";Thorigné-Fouillard;Phénomène lié à l'atmosphère
